Customer_ID,Age,Gender,Region,Plan,Contract_Type,Payment_Method,Tenure_Months,Monthly_Charge,Support_Calls,Satisfaction_Score,Usage_Hours,Lifetime_Value,Churn,Churn_Reason
CUST_0246,24,Male,West,Basic,Monthly,Debit Card,40,34.99,0,5.5,32,1399.6,Yes,Customer Support
CUST_0247,58,Female,East,Basic,Monthly,Debit Card,11,28.75,2,5.9,8,316.25,Yes,Poor Service
CUST_0248,50,Female,North,Basic,Monthly,UPI,7,38.65,3,8.8,45,270.55,Yes,High Price
CUST_0249,57,Female,Central,Basic,Monthly,Debit Card,26,32.65,1,7.9,64,848.9,No,Not Churned
CUST_0250,56,Male,East,Premium,Monthly,UPI,56,84.41,2,6.7,22,4726.96,Yes,Poor Service
CUST_0251,35,Female,East,Basic,Two Year,Debit Card,22,32.77,2,6.6,67,720.94,No,Not Churned
CUST_0252,57,Male,North,Standard,Two Year,UPI,25,48.6,3,6.7,65,1215.0,No,Not Churned
CUST_0253,18,Male,South,Basic,One Year,Bank Transfer,19,25.87,0,8.9,53,491.53,No,Not Churned
CUST_0254,28,Male,West,Basic,Monthly,UPI,31,27.99,1,5.8,51,867.69,No,Not Churned
CUST_0255,45,Female,South,Standard,Monthly,UPI,26,65.57,1,5.2,43,1704.82,No,Not Churned
CUST_0256,42,Male,Central,Standard,Monthly,Credit Card,42,55.01,1,9.7,93,2310.42,Yes,Lack of Features
CUST_0257,40,Female,East,Basic,One Year,Debit Card,41,33.58,0,7.0,86,1376.78,Yes,Competitor Offer
CUST_0258,48,Female,North,Basic,Two Year,Bank Transfer,36,27.84,2,6.9,10,1002.24,No,Not Churned
CUST_0259,47,Male,North,Standard,Monthly,Credit Card,23,47.91,0,8.0,87,1101.93,No,Not Churned
CUST_0260,59,Male,West,Basic,Monthly,Debit Card,47,39.09,0,5.5,57,1837.23,Yes,Customer Support
CUST_0261,52,Female,South,Basic,One Year,Bank Transfer,13,32.07,2,8.1,80,416.91,Yes,Poor Service
CUST_0262,24,Male,West,Premium,Monthly,Bank Transfer,25,116.7,4,6.4,29,2917.5,Yes,Competitor Offer
CUST_0263,33,Female,East,Standard,Monthly,Bank Transfer,2,46.1,1,8.7,69,92.2,No,Not Churned
CUST_0264,43,Male,West,Standard,One Year,Debit Card,2,44.41,3,4.7,9,88.82,No,Not Churned
CUST_0265,19,Female,North,Standard,One Year,Bank Transfer,16,65.67,1,7.7,69,1050.72,No,Not Churned
CUST_0266,18,Female,North,Standard,Monthly,Bank Transfer,9,60.43,2,6.7,12,543.87,No,Not Churned
CUST_0267,29,Female,Central,Standard,Monthly,Credit Card,28,45.6,2,5.9,43,1276.8,No,Not Churned
CUST_0268,22,Female,Central,Standard,Two Year,UPI,13,48.08,0,8.2,47,625.04,No,Not Churned
CUST_0269,54,Male,East,Standard,Monthly,Debit Card,35,64.02,3,6.8,86,2240.7,No,Not Churned
CUST_0270,49,Male,South,Basic,Monthly,UPI,41,29.08,2,7.7,77,1192.28,No,Not Churned
CUST_0271,26,Female,West,Standard,Monthly,Credit Card,13,60.12,7,8.9,9,781.56,No,Not Churned
CUST_0272,58,Female,East,Standard,Monthly,UPI,31,49.55,1,8.2,8,1536.05,No,Not Churned
CUST_0273,52,Male,Central,Premium,Monthly,Bank Transfer,21,89.06,2,5.4,97,1870.26,No,Not Churned
CUST_0274,36,Male,West,Standard,Two Year,Bank Transfer,32,69.72,1,6.2,5,2231.04,No,Not Churned
CUST_0275,33,Male,Central,Standard,Monthly,Debit Card,54,47.43,1,7.7,98,2561.22,No,Not Churned
CUST_0276,20,Male,West,Basic,Monthly,Debit Card,34,30.13,1,8.2,60,1024.42,No,Not Churned
CUST_0277,37,Male,South,Standard,One Year,Debit Card,8,65.33,6,6.4,49,522.64,Yes,Lack of Features
CUST_0278,41,Male,East,Basic,One Year,Credit Card,59,24.78,0,7.3,69,1462.02,No,Not Churned
CUST_0279,50,Female,West,Basic,Two Year,Debit Card,41,28.3,1,7.3,7,1160.3,Yes,Lack of Features
CUST_0280,41,Male,North,Basic,Two Year,Credit Card,48,32.3,0,7.5,26,1550.4,No,Not Churned
CUST_0281,28,Male,North,Standard,Monthly,Bank Transfer,2,54.44,6,5.2,76,108.88,Yes,Lack of Features
CUST_0282,25,Female,West,Basic,One Year,UPI,38,29.19,1,4.9,60,1109.22,Yes,Lack of Features
CUST_0283,53,Male,West,Standard,Monthly,Bank Transfer,32,50.88,2,3.6,22,1628.16,Yes,Customer Support
CUST_0284,55,Male,West,Premium,Two Year,Bank Transfer,54,99.33,4,7.2,29,5363.82,No,Not Churned
CUST_0285,57,Male,North,Basic,Monthly,Bank Transfer,40,32.49,0,5.0,52,1299.6,No,Not Churned
CUST_0286,37,Male,North,Standard,Two Year,Debit Card,58,59.6,2,10.0,88,3456.8,No,Not Churned
CUST_0287,52,Male,West,Standard,One Year,Debit Card,28,42.11,2,8.0,35,1179.08,No,Not Churned
CUST_0288,42,Female,Central,Basic,Monthly,Debit Card,37,32.62,1,5.2,34,1206.94,Yes,Customer Support
CUST_0289,52,Male,Central,Standard,One Year,UPI,41,68.6,4,8.7,84,2812.6,No,Not Churned
CUST_0290,42,Female,South,Basic,Two Year,Debit Card,1,30.82,2,8.7,70,30.82,Yes,Poor Service
CUST_0291,46,Female,East,Standard,Two Year,Credit Card,41,61.46,2,8.8,85,2519.86,No,Not Churned
CUST_0292,35,Male,Central,Standard,Monthly,Bank Transfer,10,56.7,1,5.8,14,567.0,Yes,Lack of Features
CUST_0293,63,Female,North,Standard,One Year,UPI,55,65.64,1,8.1,75,3610.2,No,Not Churned
CUST_0294,35,Male,Central,Standard,Monthly,UPI,4,67.89,6,8.9,63,271.56,No,Not Churned
CUST_0295,19,Female,South,Basic,Monthly,UPI,35,23.68,3,9.4,55,828.8,Yes,Customer Support
CUST_0296,52,Female,South,Basic,Monthly,UPI,10,28.74,2,4.7,13,287.4,Yes,Competitor Offer
CUST_0297,33,Male,East,Standard,Monthly,UPI,47,51.77,4,6.7,58,2433.19,Yes,Customer Support
CUST_0298,58,Male,Central,Standard,Two Year,Credit Card,11,52.16,0,5.7,66,573.76,No,Not Churned
CUST_0299,53,Male,North,Premium,Monthly,Bank Transfer,14,76.28,0,9.8,85,1067.92,No,Not Churned
CUST_0300,50,Male,North,Premium,Two Year,UPI,38,110.68,2,7.7,13,4205.84,No,Not Churned
CUST_0301,21,Male,West,Premium,Monthly,Bank Transfer,12,71.79,2,8.3,13,861.48,No,Not Churned
CUST_0302,50,Female,North,Standard,Monthly,Debit Card,45,55.85,3,7.7,28,2513.25,No,Not Churned
CUST_0303,31,Female,East,Basic,Monthly,UPI,17,33.24,2,7.6,43,565.08,No,Not Churned
CUST_0304,38,Female,East,Standard,Monthly,UPI,16,46.22,4,5.7,79,739.52,Yes,Customer Support
CUST_0305,37,Female,North,Standard,Monthly,Bank Transfer,35,67.18,6,6.3,12,2351.3,Yes,Poor Service
CUST_0306,25,Female,North,Basic,Monthly,UPI,2,36.77,0,7.1,29,73.54,No,Not Churned
CUST_0307,24,Female,West,Premium,One Year,UPI,11,93.55,2,6.0,70,1029.05,No,Not Churned
CUST_0308,20,Female,North,Premium,Monthly,UPI,41,90.56,0,5.8,14,3712.96,Yes,Customer Support
CUST_0309,34,Male,West,Standard,Monthly,Credit Card,3,47.1,1,6.7,28,141.3,Yes,Competitor Offer
CUST_0310,50,Male,West,Basic,Monthly,Credit Card,29,34.6,0,6.1,84,1003.4,Yes,Lack of Features
CUST_0311,29,Female,North,Standard,Two Year,UPI,18,43.95,1,7.1,87,791.1,No,Not Churned
CUST_0312,39,Female,South,Premium,Two Year,Credit Card,20,104.01,4,6.3,63,2080.2,Yes,High Price
CUST_0313,39,Male,South,Premium,Monthly,Debit Card,47,112.12,2,6.0,35,5269.64,No,Not Churned
CUST_0314,63,Male,West,Basic,Monthly,UPI,14,24.57,5,5.6,15,343.98,Yes,Poor Service
CUST_0315,47,Male,North,Basic,Monthly,Debit Card,34,37.33,2,7.0,10,1269.22,No,Not Churned
CUST_0316,55,Male,South,Premium,Two Year,Bank Transfer,49,71.67,3,8.3,74,3511.83,No,Not Churned
CUST_0317,55,Female,North,Standard,Monthly,Debit Card,54,67.38,1,8.0,36,3638.52,No,Not Churned
CUST_0318,62,Male,North,Standard,Monthly,Bank Transfer,31,43.55,5,4.7,43,1350.05,No,Not Churned
CUST_0319,25,Female,North,Premium,Monthly,UPI,58,102.29,2,8.3,52,5932.82,No,Not Churned
CUST_0320,44,Female,Central,Basic,Monthly,Bank Transfer,40,25.0,0,8.0,17,1000.0,No,Not Churned
CUST_0321,44,Female,North,Standard,Monthly,Bank Transfer,42,65.1,4,8.3,63,2734.2,Yes,Competitor Offer
CUST_0322,51,Male,Central,Basic,One Year,Debit Card,58,30.25,1,8.6,71,1754.5,No,Not Churned
CUST_0323,38,Male,West,Standard,Monthly,Debit Card,18,44.06,2,5.9,60,793.08,No,Not Churned
CUST_0324,47,Female,South,Premium,One Year,Debit Card,30,98.55,5,6.6,45,2956.5,No,Not Churned
CUST_0325,50,Female,South,Standard,Monthly,UPI,25,52.24,2,9.7,60,1306.0,Yes,Poor Service
CUST_0326,45,Female,South,Premium,Monthly,UPI,19,103.07,2,9.6,39,1958.33,Yes,Lack of Features
CUST_0327,64,Male,South,Standard,Two Year,Debit Card,8,66.46,5,6.9,42,531.68,Yes,Customer Support
CUST_0328,50,Female,South,Basic,Monthly,UPI,28,28.19,0,7.9,85,789.32,Yes,Customer Support
CUST_0329,22,Male,South,Basic,Two Year,UPI,8,25.8,4,8.0,71,206.4,No,Not Churned
CUST_0330,36,Female,South,Standard,One Year,Bank Transfer,31,40.44,3,9.6,38,1253.64,No,Not Churned
CUST_0331,21,Female,West,Standard,Monthly,Bank Transfer,3,57.25,5,7.5,80,171.75,No,Not Churned
CUST_0332,52,Female,North,Basic,Two Year,Debit Card,3,28.05,0,5.2,92,84.15,No,Not Churned
CUST_0333,34,Male,East,Standard,Monthly,UPI,44,51.24,2,6.3,74,2254.56,No,Not Churned
CUST_0334,61,Male,Central,Standard,Two Year,Bank Transfer,22,45.49,1,10.0,15,1000.78,No,Not Churned
CUST_0335,45,Female,East,Standard,Monthly,Credit Card,17,52.9,5,5.1,31,899.3,No,Not Churned
CUST_0336,47,Male,East,Standard,Two Year,UPI,36,69.53,3,7.1,52,2503.08,No,Not Churned
CUST_0337,46,Female,North,Standard,Monthly,Credit Card,17,48.93,1,10.0,28,831.81,No,Not Churned
CUST_0338,63,Male,North,Basic,One Year,Debit Card,14,31.99,2,5.8,22,447.86,No,Not Churned
CUST_0339,23,Male,North,Basic,One Year,UPI,51,35.53,0,2.9,31,1812.03,Yes,Competitor Offer
CUST_0340,52,Male,South,Standard,Two Year,Debit Card,9,62.47,1,3.2,58,562.23,No,Not Churned
CUST_0341,58,Female,West,Standard,Two Year,Debit Card,30,49.86,5,5.8,59,1495.8,No,Not Churned
CUST_0342,54,Male,South,Basic,Two Year,Debit Card,21,32.22,1,4.4,25,676.62,No,Not Churned
CUST_0343,41,Male,West,Premium,Two Year,Debit Card,12,113.56,3,8.6,63,1362.72,No,Not Churned
CUST_0344,46,Female,West,Standard,Monthly,Debit Card,37,40.46,1,7.4,38,1497.02,No,Not Churned
CUST_0345,63,Female,East,Standard,Monthly,UPI,32,53.07,3,3.8,62,1698.24,Yes,Lack of Features
CUST_0346,48,Female,East,Basic,Monthly,Credit Card,11,24.49,5,4.6,52,269.39,Yes,High Price
CUST_0347,52,Female,West,Standard,Monthly,UPI,20,51.66,0,8.9,58,1033.2,Yes,High Price
CUST_0348,50,Male,West,Standard,Monthly,UPI,35,52.48,1,7.3,22,1836.8,No,Not Churned
CUST_0349,38,Male,South,Standard,One Year,UPI,53,62.4,3,9.2,7,3307.2,No,Not Churned
CUST_0350,49,Male,South,Standard,Monthly,Bank Transfer,47,42.81,1,8.7,28,2012.07,Yes,Customer Support
CUST_0351,40,Male,East,Premium,One Year,Bank Transfer,46,95.63,3,5.3,5,4398.98,No,Not Churned
CUST_0352,50,Male,North,Standard,Monthly,UPI,11,56.93,0,8.3,10,626.23,Yes,Lack of Features
CUST_0353,20,Female,West,Basic,Monthly,Credit Card,52,29.88,1,7.8,23,1553.76,Yes,Lack of Features
CUST_0354,35,Male,South,Standard,One Year,UPI,8,61.96,0,4.1,90,495.68,No,Not Churned
CUST_0355,42,Male,East,Standard,One Year,Debit Card,4,51.51,2,5.0,47,206.04,Yes,Competitor Offer
CUST_0356,59,Male,South,Standard,One Year,Bank Transfer,27,68.35,4,10.0,12,1845.45,No,Not Churned
CUST_0357,48,Female,West,Basic,One Year,Bank Transfer,44,29.64,1,5.6,73,1304.16,Yes,High Price
CUST_0358,20,Female,West,Basic,Monthly,UPI,40,31.42,3,7.6,56,1256.8,Yes,Competitor Offer
CUST_0359,57,Male,Central,Premium,One Year,UPI,38,111.28,1,6.7,77,4228.64,No,Not Churned
CUST_0360,63,Female,North,Standard,Monthly,Credit Card,47,48.26,2,7.3,51,2268.22,No,Not Churned
CUST_0361,41,Female,Central,Premium,Monthly,Credit Card,30,73.76,3,6.8,89,2212.8,Yes,Poor Service
CUST_0362,49,Female,East,Standard,Monthly,Debit Card,44,61.23,0,8.4,32,2694.12,No,Not Churned
CUST_0363,64,Female,South,Standard,Monthly,UPI,48,54.49,2,8.4,50,2615.52,No,Not Churned
CUST_0364,39,Female,East,Standard,Monthly,UPI,48,66.9,3,7.2,8,3211.2,No,Not Churned
CUST_0365,40,Female,West,Premium,Two Year,UPI,27,119.13,3,5.6,92,3216.51,Yes,Lack of Features
CUST_0366,19,Female,Central,Standard,Two Year,Bank Transfer,21,51.97,1,6.1,12,1091.37,No,Not Churned
CUST_0367,44,Male,Central,Standard,Monthly,Debit Card,52,52.46,1,4.6,65,2727.92,No,Not Churned
CUST_0368,59,Male,Central,Basic,Monthly,Credit Card,20,28.16,2,6.5,21,563.2,Yes,High Price
CUST_0369,19,Female,East,Standard,Monthly,Bank Transfer,60,49.74,0,4.4,38,2984.4,No,Not Churned
CUST_0370,43,Male,West,Standard,Monthly,Bank Transfer,4,63.45,1,7.3,24,253.8,No,Not Churned
CUST_0371,34,Male,South,Basic,Two Year,Bank Transfer,11,35.18,4,7.4,84,386.98,No,Not Churned
CUST_0372,57,Female,South,Basic,Monthly,Bank Transfer,13,29.57,1,8.5,78,384.41,No,Not Churned
CUST_0373,50,Male,East,Basic,One Year,Debit Card,9,20.89,3,5.2,38,188.01,No,Not Churned
CUST_0374,26,Female,Central,Basic,Monthly,UPI,4,26.19,5,5.3,47,104.76,Yes,Competitor Offer
CUST_0375,60,Female,North,Basic,Two Year,Credit Card,12,25.85,2,9.3,14,310.2,No,Not Churned
CUST_0376,56,Female,East,Standard,Monthly,Credit Card,9,64.33,2,4.9,98,578.97,No,Not Churned
CUST_0377,46,Male,East,Premium,One Year,Bank Transfer,13,74.38,1,10.0,34,966.94,No,Not Churned
CUST_0378,59,Male,West,Standard,Monthly,Bank Transfer,48,64.17,3,5.6,29,3080.16,Yes,Customer Support
CUST_0379,43,Male,South,Basic,One Year,Debit Card,26,33.38,1,5.6,61,867.88,Yes,Poor Service
CUST_0380,52,Male,East,Basic,Monthly,Bank Transfer,38,34.65,2,8.3,67,1316.7,No,Not Churned
CUST_0381,42,Female,East,Standard,Monthly,Credit Card,42,52.97,2,7.8,75,2224.74,Yes,Competitor Offer
CUST_0382,41,Female,Central,Standard,Two Year,Credit Card,13,60.39,1,9.5,51,785.07,No,Not Churned
CUST_0383,30,Male,Central,Premium,Two Year,UPI,39,100.45,4,4.2,88,3917.55,No,Not Churned
CUST_0384,24,Female,North,Standard,Two Year,UPI,28,63.07,2,7.8,85,1765.96,No,Not Churned
CUST_0385,53,Female,West,Standard,One Year,Credit Card,58,53.4,1,6.9,7,3097.2,No,Not Churned
CUST_0386,62,Male,North,Basic,Two Year,Credit Card,19,29.46,2,5.4,50,559.74,No,Not Churned
CUST_0387,37,Female,Central,Standard,Monthly,Debit Card,24,59.31,0,9.8,40,1423.44,Yes,Customer Support
CUST_0388,18,Male,South,Basic,Monthly,Debit Card,19,22.16,0,7.4,30,421.04,No,Not Churned
CUST_0389,25,Female,Central,Premium,Monthly,Credit Card,49,91.81,1,6.9,14,4498.69,Yes,High Price
CUST_0390,63,Male,West,Standard,One Year,Bank Transfer,13,69.16,0,7.7,38,899.08,No,Not Churned
CUST_0391,33,Female,Central,Basic,Monthly,UPI,13,20.75,2,4.4,82,269.75,Yes,High Price
CUST_0392,31,Female,West,Basic,Monthly,Credit Card,58,26.32,4,5.1,12,1526.56,Yes,Poor Service
CUST_0393,29,Male,West,Basic,One Year,Bank Transfer,28,26.28,2,6.5,59,735.84,No,Not Churned
CUST_0394,40,Male,West,Standard,Two Year,Credit Card,53,59.0,5,7.5,95,3127.0,No,Not Churned
CUST_0395,32,Male,West,Basic,Monthly,UPI,2,22.12,4,8.9,14,44.24,Yes,Customer Support
CUST_0396,45,Male,West,Standard,Monthly,UPI,10,58.86,4,5.7,61,588.6,No,Not Churned
CUST_0397,51,Female,South,Basic,Monthly,Debit Card,22,21.9,2,5.3,83,481.8,Yes,Lack of Features
CUST_0398,19,Female,North,Standard,Monthly,Debit Card,13,42.85,3,7.8,90,557.05,Yes,High Price
CUST_0399,49,Male,East,Premium,Monthly,Debit Card,58,106.41,3,6.8,49,6171.78,No,Not Churned
CUST_0400,40,Female,North,Standard,One Year,Debit Card,9,49.72,2,4.1,54,447.48,No,Not Churned
CUST_0401,39,Male,West,Standard,One Year,UPI,33,69.32,3,5.6,68,2287.56,No,Not Churned
CUST_0402,42,Male,South,Basic,One Year,Bank Transfer,14,20.75,2,6.7,99,290.5,Yes,Lack of Features
CUST_0403,39,Female,Central,Basic,Monthly,Bank Transfer,48,28.9,1,6.8,6,1387.2,No,Not Churned
CUST_0404,39,Female,South,Standard,Two Year,Bank Transfer,20,43.39,2,7.1,49,867.8,No,Not Churned
CUST_0405,59,Male,West,Standard,Monthly,Credit Card,15,50.54,1,5.0,99,758.1,No,Not Churned
CUST_0406,23,Male,South,Standard,Monthly,Debit Card,32,69.95,1,6.8,66,2238.4,Yes,Lack of Features
CUST_0407,32,Male,South,Basic,Two Year,Debit Card,33,37.78,6,8.4,18,1246.74,No,Not Churned
CUST_0408,60,Female,West,Basic,Monthly,UPI,17,20.97,2,2.7,78,356.49,Yes,Competitor Offer
CUST_0409,54,Female,South,Basic,Monthly,UPI,24,31.27,1,6.6,98,750.48,Yes,Competitor Offer
CUST_0410,50,Female,East,Premium,Two Year,Credit Card,30,102.39,2,4.5,19,3071.7,No,Not Churned
CUST_0411,25,Female,East,Basic,Monthly,Credit Card,13,24.19,1,7.0,18,314.47,No,Not Churned
CUST_0412,61,Male,South,Standard,One Year,Bank Transfer,59,44.35,2,4.7,35,2616.65,No,Not Churned
CUST_0413,61,Male,Central,Basic,Monthly,UPI,47,38.09,4,7.2,33,1790.23,No,Not Churned
CUST_0414,22,Male,West,Standard,One Year,Debit Card,48,69.06,1,9.4,31,3314.88,No,Not Churned
CUST_0415,56,Male,East,Basic,Monthly,Bank Transfer,16,39.84,1,5.5,89,637.44,Yes,High Price
CUST_0416,21,Male,Central,Premium,Monthly,Debit Card,2,109.49,4,5.7,13,218.98,No,Not Churned
CUST_0417,23,Male,South,Premium,One Year,Bank Transfer,17,103.18,4,6.3,24,1754.06,No,Not Churned
CUST_0418,62,Female,Central,Basic,Monthly,Debit Card,32,26.91,2,7.5,62,861.12,Yes,Lack of Features
CUST_0419,49,Female,North,Premium,Monthly,Credit Card,43,78.57,3,5.5,83,3378.51,Yes,Competitor Offer
CUST_0420,47,Male,East,Premium,Monthly,Bank Transfer,8,73.95,3,6.4,92,591.6,No,Not Churned
CUST_0421,64,Male,South,Premium,Monthly,Debit Card,52,104.66,3,6.0,53,5442.32,No,Not Churned
CUST_0422,52,Female,West,Premium,Monthly,Debit Card,3,109.24,1,6.3,61,327.72,Yes,Customer Support
CUST_0423,57,Female,South,Basic,Monthly,UPI,12,36.53,1,7.5,20,438.36,No,Not Churned
CUST_0424,33,Female,West,Standard,Two Year,Bank Transfer,20,67.41,0,7.8,79,1348.2,No,Not Churned
CUST_0425,30,Female,South,Basic,Monthly,Debit Card,16,37.6,0,4.8,12,601.6,No,Not Churned
CUST_0426,59,Male,Central,Basic,Monthly,UPI,14,39.99,2,7.5,71,559.86,Yes,Customer Support
CUST_0427,47,Male,Central,Premium,Monthly,Debit Card,16,82.2,2,10.0,23,1315.2,No,Not Churned
CUST_0428,36,Male,Central,Basic,Monthly,Bank Transfer,59,35.27,3,9.3,71,2080.93,No,Not Churned
CUST_0429,34,Male,North,Standard,Two Year,Credit Card,53,57.59,3,6.0,40,3052.27,No,Not Churned
CUST_0430,36,Male,West,Premium,Monthly,Bank Transfer,49,83.06,3,7.2,93,4069.94,Yes,Customer Support
CUST_0431,45,Female,Central,Premium,Two Year,Bank Transfer,43,119.1,2,6.9,64,5121.3,Yes,Customer Support
CUST_0432,43,Male,North,Premium,Monthly,Debit Card,49,114.89,2,7.7,40,5629.61,No,Not Churned
CUST_0433,54,Female,West,Basic,One Year,Debit Card,51,22.57,1,6.4,15,1151.07,No,Not Churned
CUST_0434,43,Male,South,Basic,One Year,Bank Transfer,54,20.52,1,6.6,55,1108.08,No,Not Churned
CUST_0435,40,Male,North,Standard,Two Year,UPI,33,60.65,3,5.9,84,2001.45,No,Not Churned
CUST_0436,26,Male,East,Basic,One Year,UPI,30,32.08,6,8.6,59,962.4,Yes,Lack of Features
CUST_0437,29,Male,North,Basic,One Year,UPI,59,38.72,0,7.5,58,2284.48,Yes,Customer Support
CUST_0438,18,Male,North,Standard,Monthly,Debit Card,12,47.02,2,7.5,21,564.24,No,Not Churned
CUST_0439,18,Female,West,Standard,Monthly,Debit Card,15,42.53,2,8.8,66,637.95,Yes,Lack of Features
CUST_0440,64,Female,South,Standard,Two Year,Bank Transfer,18,47.78,2,8.8,46,860.04,No,Not Churned
CUST_0441,51,Female,East,Basic,Monthly,Credit Card,28,20.38,1,8.6,28,570.64,No,Not Churned
CUST_0442,49,Male,Central,Standard,Monthly,Debit Card,23,41.08,2,8.8,21,944.84,No,Not Churned
CUST_0443,42,Male,Central,Basic,One Year,Bank Transfer,14,38.3,2,9.3,52,536.2,Yes,High Price
CUST_0444,57,Female,North,Basic,Monthly,Bank Transfer,30,27.04,2,5.6,88,811.2,Yes,High Price
CUST_0445,62,Male,West,Standard,Two Year,Credit Card,33,52.32,1,6.6,90,1726.56,No,Not Churned
CUST_0446,18,Male,West,Standard,One Year,UPI,45,40.55,2,8.1,74,1824.75,No,Not Churned
CUST_0447,33,Female,Central,Standard,One Year,Bank Transfer,15,48.12,0,5.7,11,721.8,Yes,Customer Support
CUST_0448,56,Male,East,Basic,Two Year,Bank Transfer,7,36.09,2,6.5,18,252.63,No,Not Churned
CUST_0449,22,Female,South,Premium,Monthly,Bank Transfer,15,100.77,2,7.3,15,1511.55,No,Not Churned
CUST_0450,39,Male,East,Standard,Monthly,UPI,52,62.61,3,6.7,16,3255.72,No,Not Churned
CUST_0451,46,Female,South,Standard,Monthly,UPI,42,53.42,0,7.1,9,2243.64,Yes,Customer Support
CUST_0452,20,Male,Central,Standard,Monthly,Credit Card,46,49.29,1,5.3,9,2267.34,No,Not Churned
CUST_0453,29,Male,South,Premium,One Year,Debit Card,38,94.14,2,6.9,24,3577.32,No,Not Churned
CUST_0454,43,Female,West,Standard,Two Year,UPI,46,49.69,5,7.2,58,2285.74,No,Not Churned
CUST_0455,33,Male,North,Standard,Monthly,Debit Card,56,65.17,2,9.4,59,3649.52,No,Not Churned
CUST_0456,54,Male,North,Premium,Monthly,Debit Card,57,84.88,3,6.6,62,4838.16,Yes,Customer Support
CUST_0457,39,Female,Central,Standard,Two Year,UPI,54,59.79,3,6.0,83,3228.66,No,Not Churned
CUST_0458,46,Male,West,Standard,Monthly,Bank Transfer,44,44.11,0,8.1,94,1940.84,Yes,High Price
CUST_0459,31,Female,East,Standard,Monthly,Credit Card,11,60.61,2,2.2,34,666.71,No,Not Churned
CUST_0460,45,Male,West,Standard,Monthly,Debit Card,29,67.4,1,6.5,28,1954.6,No,Not Churned
CUST_0461,22,Male,North,Basic,Two Year,Bank Transfer,31,32.17,1,6.2,91,997.27,No,Not Churned
CUST_0462,64,Male,North,Standard,One Year,UPI,25,56.8,2,7.4,77,1420.0,Yes,Competitor Offer
CUST_0463,47,Male,West,Premium,One Year,Debit Card,52,118.06,2,8.9,7,6139.12,Yes,High Price
CUST_0464,63,Female,West,Premium,Two Year,Debit Card,54,101.37,2,9.3,52,5473.98,Yes,Customer Support
CUST_0465,22,Male,North,Basic,Monthly,Debit Card,24,25.19,1,7.4,75,604.56,No,Not Churned
CUST_0466,29,Female,East,Standard,Monthly,Bank Transfer,57,48.77,3,4.7,26,2779.89,Yes,Competitor Offer
CUST_0467,33,Male,Central,Basic,Two Year,Bank Transfer,19,34.11,6,6.2,18,648.09,Yes,Competitor Offer
CUST_0468,43,Male,Central,Premium,Monthly,Bank Transfer,2,106.77,1,6.4,52,213.54,No,Not Churned
CUST_0469,43,Male,West,Premium,One Year,Debit Card,22,85.17,4,7.6,33,1873.74,No,Not Churned
CUST_0470,38,Male,Central,Standard,Two Year,Debit Card,20,50.36,1,7.1,54,1007.2,No,Not Churned
CUST_0471,56,Female,North,Premium,One Year,Credit Card,33,119.55,2,6.0,84,3945.15,Yes,Poor Service
CUST_0472,53,Female,North,Standard,One Year,Credit Card,8,43.06,0,5.1,14,344.48,Yes,Lack of Features
CUST_0473,50,Female,West,Standard,Two Year,Bank Transfer,25,52.14,3,5.7,75,1303.5,No,Not Churned
CUST_0474,47,Female,West,Basic,Two Year,Bank Transfer,46,21.25,1,5.6,93,977.5,Yes,Customer Support
CUST_0475,54,Male,West,Standard,Monthly,UPI,9,64.63,1,9.4,31,581.67,Yes,Lack of Features
CUST_0476,40,Female,East,Standard,Monthly,Bank Transfer,34,42.77,1,5.8,83,1454.18,No,Not Churned
CUST_0477,27,Female,Central,Standard,Monthly,Credit Card,57,60.22,1,7.1,100,3432.54,No,Not Churned
CUST_0478,22,Male,West,Standard,One Year,Credit Card,23,41.69,0,8.5,32,958.87,Yes,Poor Service
CUST_0479,53,Male,South,Premium,Monthly,Credit Card,5,103.64,3,7.3,13,518.2,Yes,Lack of Features
CUST_0480,51,Male,South,Basic,One Year,Debit Card,55,36.86,0,5.4,75,2027.3,No,Not Churned
CUST_0481,48,Male,North,Standard,Monthly,Debit Card,25,51.96,0,8.5,84,1299.0,Yes,Customer Support
CUST_0482,27,Female,Central,Standard,One Year,Bank Transfer,8,55.66,4,7.5,30,445.28,No,Not Churned
CUST_0483,36,Female,West,Standard,Monthly,UPI,16,52.05,3,3.7,85,832.8,No,Not Churned
CUST_0484,49,Male,South,Standard,One Year,UPI,54,49.01,3,8.9,91,2646.54,No,Not Churned
CUST_0485,18,Male,Central,Basic,One Year,UPI,48,36.07,1,8.3,12,1731.36,No,Not Churned
CUST_0486,22,Male,North,Basic,Monthly,Debit Card,45,25.44,1,7.5,6,1144.8,Yes,Poor Service
CUST_0487,62,Female,East,Standard,Monthly,Credit Card,52,61.69,3,9.5,99,3207.88,Yes,Lack of Features
CUST_0488,21,Female,Central,Standard,One Year,Credit Card,15,46.19,0,8.3,61,692.85,No,Not Churned
CUST_0489,33,Male,Central,Basic,Monthly,Debit Card,1,25.0,3,8.7,56,25.0,No,Not Churned
CUST_0490,41,Male,East,Standard,Monthly,UPI,22,50.09,3,8.6,62,1101.98,No,Not Churned
CUST_0491,33,Female,Central,Standard,Two Year,UPI,3,57.67,2,8.1,100,173.01,No,Not Churned
